location_name,datetime_local,date,latitude,longitude,timezone,humidity,pm10,pm25,temperature,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly,pm25_coverage_percent_complete,pm10_coverage_percent_complete,temperature_coverage_percent_complete
Dubai Motor City,2024-11-10 06:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,81,85.1,83.7,25.1,24.0,81,0.0,9.9,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 07:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,80,97.2,94.8,24.8,24.1,80,0.0,7.2,1015.8,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 08:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,75,89.1,86.5,27.4,25.5,75,0.0,5.8,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 09:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,70,62.6,52.8,33.6,27.7,70,0.0,7.2,1016.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 10:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,51,50.5,42.8,37.7,30.4,51,0.0,5.0,1017.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 11:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,35,48.0,40.9,35.5,32.7,35,0.0,9.9,1016.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 12:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,42,43.2,37.4,35.2,32.2,42,0.0,13.9,1015.8,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 13:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,41,45.1,38.7,34.9,32.8,41,0.0,12.5,1014.9,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 14:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,44,44.5,38.4,34.3,33.0,44,0.0,15.7,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 15:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,50,51.1,43.2,33.5,32.0,50,0.0,20.1,1013.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-10 16:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,56,62.3,52.3,32.3,31.1,56,0.0,22.8,1013.9,1,100.0,100.0,100.0
Dubai Motor City,2024-11-10 17:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,55,66.0,56.4,31.4,30.7,55,0.0,20.1,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 18:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,62,50.6,42.9,30.5,29.7,62,0.0,18.0,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 19:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,61,49.5,42.2,29.8,29.6,61,0.0,11.2,1015.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 20:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,61,49.6,42.3,29.6,29.5,61,0.0,8.5,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 21:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,66,49.1,41.7,29.1,28.5,66,0.0,6.7,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 22:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,67,56.1,46.7,28.7,28.1,67,0.0,6.7,1016.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-10 23:00:00,2024-11-10,25.04613617696849,55.24946085563235,Asia/Dubai,68,59.4,49.0,28.2,28.2,68,0.0,6.6,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 00:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,68,63.4,52.0,27.7,28.2,68,0.0,7.2,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 01:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,71,64.0,52.5,27.5,27.0,71,0.0,6.6,1015.4,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 02:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,73,65.5,54.2,27.1,26.7,73,0.0,9.3,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 03:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,73,68.3,58.3,26.3,26.0,73,0.0,8.8,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 04:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,79,68.3,58.3,26.0,24.9,79,0.0,8.5,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 05:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,81,70.9,62.3,25.7,25.0,81,0.0,8.8,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 06:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,81,74.4,68.4,25.4,25.0,81,0.0,8.5,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 07:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,80,75.2,69.6,25.4,24.6,80,0.0,8.5,1016.1,1,100.0,100.0,100.0
Dubai Motor City,2024-11-11 08:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,76,71.6,63.9,28.5,26.2,76,0.0,6.7,1017.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 09:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,67,57.8,48.0,35.2,28.7,67,0.0,5.6,1017.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 10:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,51,46.3,39.7,38.1,30.7,51,0.0,5.0,1017.6,1,100.0,100.0,100.0
Dubai Motor City,2024-11-11 11:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,40,43.4,37.6,35.6,32.7,40,0.0,10.6,1016.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-11 12:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,33,47.3,40.4,35.0,33.0,33,0.0,14.9,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 13:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,36,42.6,37.0,34.5,33.1,36,0.0,14.3,1015.4,1,100.0,100.0,100.0
Dubai Motor City,2024-11-11 14:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,40,43.4,37.7,33.9,33.0,40,0.0,19.6,1014.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-11 15:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,40,48.1,41.1,33.1,32.7,40,0.0,20.1,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 16:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,48,52.5,44.2,32.0,31.9,48,0.0,20.1,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 17:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,57,50.0,42.5,31.2,31.0,57,0.0,17.5,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 18:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,56,47.1,40.2,30.4,30.7,56,0.0,17.0,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 19:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,62,48.3,41.2,29.9,29.7,62,0.0,15.7,1014.7,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 20:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,62,48.4,41.2,29.6,29.7,62,0.0,12.6,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 21:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,48.9,41.6,29.4,29.2,64,0.0,8.5,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 22:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,49.6,42.2,29.0,28.7,64,0.0,8.5,1015.6,0,100.0,100.0,100.0
Dubai Motor City,2024-11-11 23:00:00,2024-11-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,53.1,44.6,28.5,29.0,64,0.0,8.0,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 00:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,68,54.7,45.8,27.8,28.0,68,0.0,7.2,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 01:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,70,59.0,48.6,27.1,27.1,70,0.0,8.8,1014.5,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 02:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,72,59.9,49.4,26.7,26.2,72,0.0,9.9,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 03:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,76,60.9,50.1,26.5,26.0,76,0.0,8.5,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 04:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,77,63.6,52.2,26.1,25.9,77,0.0,8.0,1013.9,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 05:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,81,63.9,52.4,25.8,25.0,81,0.0,9.3,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 06:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,83,64.5,52.9,25.3,24.7,83,0.0,8.5,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 07:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,84,65.6,54.1,25.0,24.4,84,0.0,8.5,1014.9,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 08:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,80,61.3,50.6,27.9,25.5,80,0.0,6.2,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 09:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,70,51.4,43.2,34.6,28.0,70,0.0,6.2,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 10:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,61,45.0,38.6,37.5,29.5,61,0.0,7.4,1016.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 11:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,43,40.7,35.8,35.1,32.0,43,0.0,8.5,1015.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 12:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,42,46.4,39.8,34.9,32.0,42,0.0,15.2,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 13:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,39,52.4,44.2,34.1,32.0,39,0.0,18.6,1013.6,1,100.0,100.0,100.0
Dubai Motor City,2024-11-12 14:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,39,53.5,45.0,33.4,32.0,39,0.0,20.1,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 15:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,43,51.9,43.7,32.7,32.0,43,0.0,21.5,1012.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 16:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,52,49.8,42.4,31.7,31.0,52,0.0,21.5,1012.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 17:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,53,49.5,42.2,30.9,30.7,53,0.0,20.1,1012.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 18:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,59,51.2,43.5,30.1,29.7,59,0.0,15.2,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 19:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,59,54.1,45.2,29.7,29.8,59,0.0,13.8,1012.9,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 20:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,56,53.2,44.8,29.4,29.7,56,0.0,11.2,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 21:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,57,53.5,45.0,29.1,29.5,57,0.0,9.4,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 22:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,58,53.8,45.1,29.0,29.2,58,0.0,9.3,1013.8,0,100.0,100.0,100.0
Dubai Motor City,2024-11-12 23:00:00,2024-11-12,25.04613617696849,55.24946085563235,Asia/Dubai,56,56.0,46.5,28.7,29.7,56,0.0,8.0,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 00:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,64,57.8,47.9,28.3,28.0,64,0.0,7.5,1013.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 01:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,62,55.2,46.1,28.1,28.0,62,0.0,7.1,1012.7,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 02:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,64,57.3,47.6,27.6,28.0,64,0.0,8.8,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 03:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,65,62.9,51.6,26.8,27.7,65,0.0,8.8,1012.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 04:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,69,64.4,53.1,26.3,26.1,69,0.0,7.4,1012.4,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 05:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,72,68.3,57.9,25.5,25.2,72,0.0,8.5,1012.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 06:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,72,75.8,70.5,24.9,25.5,72,0.0,9.3,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 07:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,74,78.9,76.2,24.7,25.0,74,0.0,8.5,1013.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 08:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,71,76.6,71.9,27.0,25.7,71,0.0,7.4,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 09:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,64,67.0,56.3,33.3,28.5,64,0.0,11.5,1014.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 10:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,61,59.6,49.2,35.9,29.3,61,0.0,6.2,1014.2,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 11:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,49,57.0,47.3,34.1,30.3,49,0.0,7.4,1013.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 12:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,46,54.0,45.2,33.9,31.3,46,0.0,10.6,1012.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 13:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,49,55.0,45.9,33.6,31.8,49,0.0,12.5,1011.6,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 14:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,47,55.5,46.4,33.5,32.0,47,0.0,20.4,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 19:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,65,69.9,60.5,29.5,29.4,65,0.0,14.3,1010.9,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 20:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,66,69.8,60.5,29.2,29.0,66,0.0,10.6,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 21:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,66,70.7,61.9,28.9,29.0,66,0.0,6.7,1011.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-13 22:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,70,72.5,65.1,28.6,28.3,70,0.0,8.8,1011.1,1,100.0,100.0,100.0
Dubai Motor City,2024-11-13 23:00:00,2024-11-13,25.04613617696849,55.24946085563235,Asia/Dubai,67,75.5,70.4,28.3,29.5,67,0.0,8.5,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 00:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,70,87.2,85.9,27.2,27.7,70,0.0,11.1,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 01:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,73,93.7,92.5,26.0,26.8,73,0.0,11.1,1010.8,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 02:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,74,90.8,89.4,25.5,26.7,74,0.0,9.3,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 03:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,79,92.1,90.9,25.3,25.7,79,0.0,10.6,1010.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 04:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,83,94.0,92.6,25.1,25.1,83,0.0,9.3,1010.6,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 05:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,88,96.5,94.9,24.8,25.0,88,0.0,10.1,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 06:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,87,99.9,98.3,24.1,24.7,87,0.0,7.2,1011.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 07:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,87,104.0,102.0,23.8,24.7,87,0.0,8.5,1012.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 08:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,84,94.5,92.9,25.8,25.0,84,0.0,11.5,1013.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 09:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,78,76.0,71.1,30.4,27.0,78,0.0,9.3,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 10:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,66,65.2,54.1,33.1,28.6,66,0.0,14.3,1013.8,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 11:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,61,58.9,48.7,32.2,30.0,61,0.0,10.6,1013.3,2,100.0,100.0,100.0
Dubai Motor City,2024-11-14 12:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,54,52.9,44.5,33.0,31.0,54,0.0,11.1,1012.3,2,100.0,100.0,100.0
Dubai Motor City,2024-11-14 13:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,49,53.8,45.0,33.1,32.3,49,0.0,8.5,1011.9,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 14:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,50,47.8,40.8,33.3,32.7,50,0.0,17.0,1011.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 15:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,46,47.5,40.5,32.6,32.7,46,0.0,15.4,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 16:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,54,49.5,42.1,31.7,31.9,54,0.0,17.5,1010.6,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 17:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,58,55.2,46.1,30.7,31.0,58,0.0,18.8,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 18:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,62,57.6,47.7,30.0,30.0,62,0.0,18.6,1011.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 19:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,62,57.3,47.6,29.4,30.0,62,0.0,16.7,1012.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 20:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,67,69.1,59.4,29.2,29.7,67,0.0,18.6,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-14 21:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,63,72.4,64.9,28.9,29.7,63,0.0,15.7,1013.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 22:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,68,74.1,67.6,28.7,29.1,68,0.0,13.9,1013.1,1,100.0,100.0,100.0
Dubai Motor City,2024-11-14 23:00:00,2024-11-14,25.04613617696849,55.24946085563235,Asia/Dubai,61,70.6,61.9,28.4,29.7,61,0.0,12.1,1013.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 00:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,66,62.5,51.8,28.1,28.7,66,0.0,12.0,1013.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 01:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,67,69.0,61.1,27.5,28.4,67,0.0,6.7,1012.8,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 02:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,71,71.3,63.1,26.3,27.5,71,0.0,6.3,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 03:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,75,72.2,64.4,26.1,26.5,75,0.0,10.6,1012.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 04:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,79,76.4,72.2,25.2,25.5,79,0.0,7.4,1012.9,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 05:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,83,74.6,68.6,24.9,25.0,83,0.0,8.5,1013.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 06:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,79,73.4,66.5,24.6,24.7,79,0.0,10.3,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 07:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,80,74.2,67.8,24.1,24.4,80,0.0,11.1,1014.7,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 08:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,78,69.3,59.9,26.3,25.0,78,0.0,12.0,1015.0,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 09:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,70,56.1,46.6,32.5,27.0,70,0.0,11.1,1015.3,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 10:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,62,48.7,41.5,35.4,29.1,62,0.0,11.1,1015.9,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 11:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,55,40.2,35.5,33.7,30.7,55,0.0,9.8,1015.3,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 12:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,50,32.1,30.3,34.0,31.3,50,0.0,15.2,1015.0,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 13:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,46,18.2,17.9,33.3,31.6,46,0.0,16.2,1014.1,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 14:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,44,12.0,11.9,32.7,31.7,44,0.0,16.6,1013.3,2,100.0,100.0,100.0
Dubai Motor City,2024-11-15 15:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,44,11.1,10.8,32.0,31.7,44,0.0,24.1,1013.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 16:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,48,15.6,15.2,30.9,30.4,48,0.0,21.5,1013.1,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 17:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,48,17.8,17.4,30.0,30.0,48,0.0,20.4,1013.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 18:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,52,23.3,22.9,29.2,29.7,52,0.0,20.1,1013.3,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 19:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,54,25.5,25.2,28.6,28.7,54,0.0,17.0,1014.1,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 20:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,55,30.4,29.3,28.3,28.7,55,0.0,15.2,1014.3,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 21:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,55,32.6,30.9,28.0,28.7,55,0.0,15.7,1015.0,0,100.0,100.0,100.0
Dubai Motor City,2024-11-15 22:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,55,32.4,30.8,27.7,28.4,55,0.0,14.3,1014.9,1,100.0,100.0,100.0
Dubai Motor City,2024-11-15 23:00:00,2024-11-15,25.04613617696849,55.24946085563235,Asia/Dubai,61,30.5,29.6,27.3,27.0,61,0.0,12.5,1015.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-16 00:00:00,2024-11-16,25.04613617696849,55.24946085563235,Asia/Dubai,60,32.2,30.7,27.0,27.2,60,0.0,6.8,1015.0,1,100.0,100.0,100.0
Dubai Motor City,2024-11-16 01:00:00,2024-11-16,25.04613617696849,55.24946085563235,Asia/Dubai,64,41.2,36.1,26.2,26.0,64,0.0,10.8,1014.7,1,100.0,100.0,100.0
