location_name,date,latitude,longitude,timezone,humidity,pm10,pm25,temperature,temp_meteostat,temp_min_meteostat,temp_max_meteostat,humidity_meteostat,precipitation_meteostat,wind_speed_meteostat,pressure_meteostat,cloud_cover_meteostat,hourly_rows,pm25_non_null_hours,pm10_non_null_hours,temperature_non_null_hours
Dubai Motor City,2025-07-12,25.04613617696849,55.24946085563235,Asia/Dubai,42.0,,40.395833333333336,36.225,37.358333333333334,32.7,42.3,42.0,0.0,17.129166666666666,998.4499999999999,3.0833333333333335,24,24,0,24
Dubai Motor City,2025-07-13,25.04613617696849,55.24946085563235,Asia/Dubai,38.208333333333336,,26.4375,36.84583333333333,38.05416666666667,31.4,46.0,38.208333333333336,0.0,15.549999999999999,998.7333333333332,0.3333333333333333,24,24,0,24
Dubai Motor City,2025-07-14,25.04613617696849,55.24946085563235,Asia/Dubai,28.458333333333332,,32.675000000000004,37.78333333333333,39.5875,33.3,46.2,28.458333333333332,0.0,15.9375,997.1291666666666,0.5833333333333334,24,24,0,24
Dubai Motor City,2025-07-15,25.04613617696849,55.24946085563235,Asia/Dubai,25.625,,35.75416666666667,38.34166666666667,39.71666666666667,33.8,45.7,25.625,0.0,14.462499999999999,996.1583333333333,0.625,24,24,0,24
Dubai Motor City,2025-07-16,25.04613617696849,55.24946085563235,Asia/Dubai,31.708333333333332,,52.73333333333333,38.208333333333336,38.333333333333336,33.2,45.0,31.708333333333332,0.0,14.616666666666667,996.7541666666666,0.5,24,24,0,24
Dubai Motor City,2025-07-17,25.04613617696849,55.24946085563235,Asia/Dubai,32.458333333333336,,58.32916666666667,37.604166666666664,37.52916666666667,31.0,43.1,32.458333333333336,0.0,13.333333333333334,997.2333333333332,0.16666666666666666,24,24,0,24
Dubai Motor City,2025-07-18,25.04613617696849,55.24946085563235,Asia/Dubai,35.166666666666664,,36.050000000000004,38.333333333333336,38.94583333333333,32.7,45.7,35.166666666666664,0.0,16.7375,997.1374999999999,0.6666666666666666,24,24,0,24
Dubai Motor City,2025-07-19,25.04613617696849,55.24946085563235,Asia/Dubai,39.041666666666664,,29.345833333333335,38.02916666666667,38.387499999999996,32.9,44.8,39.041666666666664,0.0,15.879166666666668,995.9416666666666,0.125,24,24,0,24
Dubai Motor City,2025-07-20,25.04613617696849,55.24946085563235,Asia/Dubai,52.125,,36.829166666666666,37.15,36.68333333333333,31.3,41.6,52.125,0.0,12.025,994.0666666666666,1.7083333333333333,24,24,0,24
Dubai Motor City,2025-07-21,25.04613617696849,55.24946085563235,Asia/Dubai,40.916666666666664,,36.670833333333334,38.25416666666667,38.8375,31.9,46.2,40.916666666666664,0.0,15.5625,994.5041666666666,1.2916666666666667,24,24,0,24
Dubai Motor City,2025-07-22,25.04613617696849,55.24946085563235,Asia/Dubai,42.75,,30.108333333333334,38.19583333333333,38.579166666666666,31.4,46.0,42.75,0.0,17.966666666666665,995.4875000000001,3.5,24,24,0,24
Dubai Motor City,2025-07-23,25.04613617696849,55.24946085563235,Asia/Dubai,57.791666666666664,,41.641666666666666,37.229166666666664,35.791666666666664,31.7,41.6,57.791666666666664,0.0,11.9125,993.8791666666666,4.541666666666667,24,24,0,24
Dubai Motor City,2025-07-24,25.04613617696849,55.24946085563235,Asia/Dubai,62.25,,69.25,36.479166666666664,35.4125,29.7,41.3,62.25,0.0,12.641666666666666,991.8583333333332,0.0,24,24,0,24
Dubai Motor City,2025-07-25,25.04613617696849,55.24946085563235,Asia/Dubai,45.666666666666664,,34.84583333333333,37.516666666666666,38.237500000000004,31.6,45.2,45.666666666666664,0.0,20.770833333333332,992.0041666666666,0.5416666666666666,24,24,0,24
Dubai Motor City,2025-07-26,25.04613617696849,55.24946085563235,Asia/Dubai,39.708333333333336,,32.225,38.104166666666664,38.59583333333333,32.1,45.8,39.708333333333336,0.0,17.85,994.275,1.0416666666666667,24,24,0,24
Dubai Motor City,2025-07-27,25.04613617696849,55.24946085563235,Asia/Dubai,34.291666666666664,,32.40416666666667,38.791666666666664,38.887499999999996,32.4,45.9,34.291666666666664,0.0,15.141666666666666,995.3208333333333,2.875,24,24,0,24
Dubai Motor City,2025-07-28,25.04613617696849,55.24946085563235,Asia/Dubai,38.125,,29.691666666666666,38.94166666666667,38.38333333333333,31.8,46.6,38.125,0.0,14.995833333333332,995.9458333333333,2.0,24,24,0,24
Dubai Motor City,2025-07-29,25.04613617696849,55.24946085563235,Asia/Dubai,35.0,,39.391666666666666,38.81666666666667,38.0625,32.4,46.1,35.0,0.0,16.354166666666668,996.8583333333332,0.375,24,24,0,24
Dubai Motor City,2025-07-30,25.04613617696849,55.24946085563235,Asia/Dubai,43.166666666666664,,55.75833333333333,37.99166666666667,36.541666666666664,31.3,42.5,43.166666666666664,0.0,14.825000000000001,996.125,0.7083333333333334,24,24,0,24
Dubai Motor City,2025-07-31,25.04613617696849,55.24946085563235,Asia/Dubai,38.458333333333336,,59.92083333333333,38.4125,38.17916666666667,31.5,45.7,38.458333333333336,0.0,12.795833333333334,993.7583333333333,3.9166666666666665,24,24,0,24
Dubai Motor City,2025-08-01,25.04613617696849,55.24946085563235,Asia/Dubai,35.5,,46.3125,38.479166666666664,39.15416666666667,33.4,46.3,35.5,0.0,23.75,994.6374999999999,3.5,24,24,0,24
Dubai Motor City,2025-08-02,25.04613617696849,55.24946085563235,Asia/Dubai,42.166666666666664,,31.866666666666664,37.82083333333333,38.25416666666667,30.7,44.9,42.166666666666664,0.0,18.629166666666666,996.9083333333333,1.5,24,24,0,24
Dubai Motor City,2025-08-03,25.04613617696849,55.24946085563235,Asia/Dubai,39.0,,28.90416666666667,38.391666666666666,38.30833333333333,31.8,44.1,39.0,0.0,17.933333333333334,997.775,3.0416666666666665,24,24,0,24
Dubai Motor City,2025-08-04,25.04613617696849,55.24946085563235,Asia/Dubai,42.208333333333336,,26.8,37.75416666666667,37.69166666666667,32.1,43.6,42.208333333333336,0.0,19.395833333333332,999.2916666666666,0.20833333333333334,24,24,0,24
Dubai Motor City,2025-08-05,25.04613617696849,55.24946085563235,Asia/Dubai,37.666666666666664,,20.308333333333334,37.69166666666667,37.5875,33.5,42.7,37.666666666666664,0.0,17.316666666666666,999.7333333333332,0.9166666666666666,24,24,0,24
Dubai Motor City,2025-08-06,25.04613617696849,55.24946085563235,Asia/Dubai,36.375,,19.7625,37.983333333333334,37.90416666666667,33.4,43.8,36.375,0.0,16.929166666666667,999.2708333333334,0.5416666666666666,24,24,0,24
Dubai Motor City,2025-08-07,25.04613617696849,55.24946085563235,Asia/Dubai,37.791666666666664,,21.558333333333334,37.85,37.737500000000004,33.1,43.0,37.791666666666664,0.0,17.479166666666668,999.5291666666667,0.5833333333333334,24,24,0,24
Dubai Motor City,2025-08-08,25.04613617696849,55.24946085563235,Asia/Dubai,43.166666666666664,,20.804166666666667,37.31666666666667,37.170833333333334,31.8,42.6,43.166666666666664,0.0,18.454166666666666,1000.5666666666666,0.041666666666666664,24,24,0,24
Dubai Motor City,2025-08-09,25.04613617696849,55.24946085563235,Asia/Dubai,37.291666666666664,,22.883333333333336,37.84583333333333,37.520833333333336,34.0,42.7,37.291666666666664,0.0,16.866666666666667,1002.4791666666666,0.875,24,24,0,24
Dubai Motor City,2025-08-10,25.04613617696849,55.24946085563235,Asia/Dubai,37.083333333333336,,19.325,37.80833333333333,37.550000000000004,32.4,43.1,37.083333333333336,0.0,16.958333333333332,1001.8000000000001,3.0833333333333335,24,24,0,24
Dubai Motor City,2025-08-11,25.04613617696849,55.24946085563235,Asia/Dubai,35.208333333333336,,16.666666666666668,37.57083333333333,37.43333333333333,34.4,42.6,35.208333333333336,0.0,18.770833333333332,1001.8125,1.0,24,24,0,24
Dubai Motor City,2025-08-12,25.04613617696849,55.24946085563235,Asia/Dubai,36.333333333333336,,19.758333333333333,37.67916666666667,36.63333333333333,32.2,42.5,36.333333333333336,0.0,16.216666666666665,1001.4583333333334,0.0,24,24,0,24
Dubai Motor City,2025-08-13,25.04613617696849,55.24946085563235,Asia/Dubai,44.958333333333336,,36.579166666666666,37.72083333333334,35.87916666666667,30.7,41.5,44.958333333333336,0.0,14.316666666666668,999.1833333333334,0.6666666666666666,24,24,0,24
Dubai Motor City,2025-08-14,25.04613617696849,55.24946085563235,Asia/Dubai,41.5,,51.6875,37.737500000000004,36.449999999999996,30.3,41.7,41.5,0.0,11.166666666666666,997.1,2.9166666666666665,24,24,0,24
Dubai Motor City,2025-08-15,25.04613617696849,55.24946085563235,Asia/Dubai,47.458333333333336,,41.358333333333334,36.829166666666666,36.545833333333334,32.1,42.4,47.458333333333336,0.0,30.645833333333332,996.5541666666667,4.333333333333333,24,24,0,24
Dubai Motor City,2025-08-16,25.04613617696849,55.24946085563235,Asia/Dubai,45.958333333333336,,26.6375,36.55833333333333,36.72083333333333,30.0,44.7,45.958333333333336,0.0,22.258333333333336,996.8375,2.25,24,24,0,24
Dubai Motor City,2025-08-17,25.04613617696849,55.24946085563235,Asia/Dubai,40.041666666666664,,19.958333333333332,37.80416666666667,37.291666666666664,31.3,43.7,40.041666666666664,0.0,16.066666666666666,997.3000000000001,3.0416666666666665,24,24,0,24
Dubai Motor City,2025-08-18,25.04613617696849,55.24946085563235,Asia/Dubai,38.833333333333336,,19.820833333333333,37.18333333333333,37.43333333333333,32.6,42.7,38.833333333333336,0.0,14.504166666666668,998.6458333333334,4.75,24,24,0,24
Dubai Motor City,2025-08-19,25.04613617696849,55.24946085563235,Asia/Dubai,43.583333333333336,,24.46666666666667,36.55416666666667,37.24583333333333,33.5,42.7,43.583333333333336,0.0,17.1375,998.225,7.083333333333333,24,24,0,24
Dubai Motor City,2025-08-20,25.04613617696849,55.24946085563235,Asia/Dubai,44.291666666666664,,24.2375,36.641666666666666,37.37083333333333,32.0,43.5,44.291666666666664,0.0,17.954166666666666,996.9000000000001,2.7083333333333335,24,24,0,24
Dubai Motor City,2025-08-21,25.04613617696849,55.24946085563235,Asia/Dubai,43.583333333333336,,17.595833333333335,36.02916666666667,36.74583333333333,32.4,41.9,43.583333333333336,0.0,18.075,999.0958333333333,0.75,24,24,0,24
Dubai Motor City,2025-08-22,25.04613617696849,55.24946085563235,Asia/Dubai,50.5,,22.590416666666666,36.18333333333333,35.641666666666666,31.5,41.0,50.5,0.0,18.341666666666665,999.9583333333334,0.8333333333333334,24,24,0,24
Dubai Motor City,2025-08-23,25.04613617696849,55.24946085563235,Asia/Dubai,49.791666666666664,,34.59166666666667,36.82083333333333,35.67916666666667,31.9,41.5,49.791666666666664,0.0,17.2375,998.2708333333334,0.4166666666666667,24,24,0,24
Dubai Motor City,2025-08-24,25.04613617696849,55.24946085563235,Asia/Dubai,54.625,,46.699999999999996,36.36666666666667,34.825,30.1,40.5,54.625,0.0,15.683333333333332,998.6625,0.875,24,24,0,24
Dubai Motor City,2025-08-25,25.04613617696849,55.24946085563235,Asia/Dubai,36.875,,48.50416666666666,35.666666666666664,35.69166666666667,30.1,42.8,36.875,0.0,14.208333333333334,998.7958333333332,1.5,24,24,0,24
Dubai Motor City,2025-08-26,25.04613617696849,55.24946085563235,Asia/Dubai,26.333333333333332,,45.74166666666667,37.55833333333333,36.525,30.2,43.4,26.333333333333332,0.0,12.004166666666668,998.8916666666668,2.125,24,24,0,24
Dubai Motor City,2025-08-27,25.04613617696849,55.24946085563235,Asia/Dubai,43.375,,38.479166666666664,37.458333333333336,36.9375,30.5,44.3,43.375,0.0,18.4375,998.6416666666668,0.5416666666666666,24,24,0,24
Dubai Motor City,2025-08-28,25.04613617696849,55.24946085563235,Asia/Dubai,38.166666666666664,,31.97083333333333,37.704166666666666,36.925000000000004,30.2,44.1,38.166666666666664,0.0,15.716666666666667,999.6541666666667,0.4583333333333333,24,24,0,24
Dubai Motor City,2025-08-29,25.04613617696849,55.24946085563235,Asia/Dubai,38.208333333333336,,28.179166666666664,38.36666666666667,37.47083333333333,31.9,42.7,38.208333333333336,0.0,12.049999999999999,999.5833333333334,0.5833333333333334,24,24,0,24
Dubai Motor City,2025-08-30,25.04613617696849,55.24946085563235,Asia/Dubai,50.708333333333336,,40.25,37.979166666666664,36.275,30.1,43.5,50.708333333333336,0.0,13.304166666666667,1000.6583333333333,2.5833333333333335,24,24,0,24
Dubai Motor City,2025-08-31,25.04613617696849,55.24946085563235,Asia/Dubai,36.333333333333336,,34.829166666666666,38.0875,36.987500000000004,30.7,43.7,36.333333333333336,0.0,12.012500000000001,1000.3791666666666,4.291666666666667,24,24,0,24
Dubai Motor City,2025-09-01,25.04613617696849,55.24946085563235,Asia/Dubai,53.416666666666664,,39.275,37.458333333333336,34.987500000000004,30.0,42.5,53.416666666666664,0.0,14.029166666666667,997.9666666666667,2.2916666666666665,24,24,0,24
Dubai Motor City,2025-09-02,25.04613617696849,55.24946085563235,Asia/Dubai,66.91666666666667,,57.4,36.775,33.77916666666666,28.8,40.3,66.91666666666667,0.0,12.758333333333333,997.5749999999999,0.25,24,24,0,24
Dubai Motor City,2025-09-03,25.04613617696849,55.24946085563235,Asia/Dubai,57.916666666666664,,31.745833333333334,36.59583333333333,34.458333333333336,28.7,42.4,57.916666666666664,0.0,13.299999999999999,999.1666666666666,0.125,24,24,0,24
Dubai Motor City,2025-09-04,25.04613617696849,55.24946085563235,Asia/Dubai,48.0,,20.8,36.574999999999996,35.6875,29.6,43.1,48.0,0.0,19.920833333333334,1000.4375,0.3333333333333333,24,24,0,24
Dubai Motor City,2025-09-05,25.04613617696849,55.24946085563235,Asia/Dubai,42.291666666666664,,19.495833333333334,37.02916666666667,36.708333333333336,31.6,42.5,42.291666666666664,0.0,13.320833333333333,1002.4666666666667,0.4166666666666667,24,24,0,24
Dubai Motor City,2025-09-06,25.04613617696849,55.24946085563235,Asia/Dubai,40.958333333333336,,22.579166666666666,38.016666666666666,37.12083333333333,32.1,42.2,40.958333333333336,0.0,13.625,1002.9541666666665,1.0833333333333333,24,24,0,24
Dubai Motor City,2025-09-07,25.04613617696849,55.24946085563235,Asia/Dubai,57.833333333333336,,36.520833333333336,35.81666666666667,34.958333333333336,30.4,38.4,57.833333333333336,0.0,12.112499999999999,1001.4791666666666,1.0,24,24,0,24
Dubai Motor City,2025-09-08,25.04613617696849,55.24946085563235,Asia/Dubai,67.52631578947368,,51.72105263157895,35.21578947368421,33.863157894736844,29.5,39.3,67.52631578947368,0.0,10.168421052631578,999.9631578947368,0.9473684210526315,19,19,0,19
Dubai Motor City,2025-09-09,25.04613617696849,55.24946085563235,Asia/Dubai,60.5,,44.525,36.583333333333336,35.86666666666667,29.9,42.7,60.5,0.0,12.674999999999999,1000.5291666666667,1.4583333333333333,24,24,0,24
Dubai Motor City,2025-09-10,25.04613617696849,55.24946085563235,Asia/Dubai,45.833333333333336,,27.733333333333334,36.11666666666667,35.3375,29.1,42.5,45.833333333333336,0.0,11.591666666666667,1001.5166666666665,2.2916666666666665,24,24,0,24
Dubai Motor City,2025-09-11,25.04613617696849,55.24946085563235,Asia/Dubai,47.416666666666664,,25.683333333333334,36.05833333333333,35.329166666666666,30.2,41.0,47.416666666666664,0.0,17.229166666666668,1001.5625,0.5,24,24,0,24
Dubai Motor City,2025-09-12,25.04613617696849,55.24946085563235,Asia/Dubai,52.375,,16.4675,34.475,34.49583333333333,30.2,40.2,52.375,0.0,20.704166666666666,1002.6833333333334,1.2083333333333333,24,24,0,24
Dubai Motor City,2025-09-13,25.04613617696849,55.24946085563235,Asia/Dubai,55.875,,17.2375,34.612500000000004,33.541666666666664,29.3,39.9,55.875,0.0,24.55,1003.8874999999999,0.3333333333333333,24,24,0,24
Dubai Motor City,2025-09-14,25.04613617696849,55.24946085563235,Asia/Dubai,56.458333333333336,,11.5025,34.34583333333333,32.56666666666667,28.8,38.2,56.458333333333336,0.0,21.5625,1005.4833333333332,0.041666666666666664,24,24,0,24
Dubai Motor City,2025-09-15,25.04613617696849,55.24946085563235,Asia/Dubai,53.333333333333336,,10.177083333333334,34.62083333333333,32.69583333333333,28.9,37.9,53.333333333333336,0.0,17.241666666666667,1005.6458333333334,0.0,24,24,0,24
Dubai Motor City,2025-09-16,25.04613617696849,55.24946085563235,Asia/Dubai,64.75,,26.054166666666664,35.75,33.4375,29.6,39.3,64.75,0.0,12.279166666666667,1004.4708333333333,0.5,24,24,0,24
Dubai Motor City,2025-09-17,25.04613617696849,55.24946085563235,Asia/Dubai,64.70833333333333,,53.416666666666664,36.44583333333333,33.9,29.5,40.7,64.70833333333333,0.0,11.416666666666666,1004.1875,2.5,24,24,0,24
Dubai Motor City,2025-09-18,25.04613617696849,55.24946085563235,Asia/Dubai,61.291666666666664,,51.15,35.90416666666667,33.704166666666666,28.4,40.9,61.291666666666664,0.0,11.395833333333334,1003.8666666666667,5.5,24,24,0,24
Dubai Motor City,2025-09-19,25.04613617696849,55.24946085563235,Asia/Dubai,56.875,,62.19583333333333,35.87916666666667,32.84583333333333,26.6,39.0,56.875,0.0,10.1875,1003.5166666666668,2.625,24,24,0,24
Dubai Motor City,2025-09-20,25.04613617696849,55.24946085563235,Asia/Dubai,54.625,,47.59583333333333,35.833333333333336,34.12916666666667,28.2,41.4,54.625,0.0,16.458333333333332,1002.8458333333333,0.041666666666666664,24,24,0,24
Dubai Motor City,2025-09-21,25.04613617696849,55.24946085563235,Asia/Dubai,48.916666666666664,,27.8,36.375,34.520833333333336,28.9,40.8,48.916666666666664,0.0,15.141666666666666,1003.725,2.8333333333333335,24,24,0,24
Dubai Motor City,2025-09-22,25.04613617696849,55.24946085563235,Asia/Dubai,53.708333333333336,,33.09166666666667,36.300000000000004,33.916666666666664,29.0,40.0,53.708333333333336,0.0,13.166666666666666,1005.1541666666667,0.041666666666666664,24,24,0,24
Dubai Motor City,2025-09-23,25.04613617696849,55.24946085563235,Asia/Dubai,66.5,,65.68333333333334,36.012499999999996,32.574999999999996,27.9,38.5,66.5,0.0,9.9375,1005.5875,0.0,24,24,0,24
Dubai Motor City,2025-09-24,25.04613617696849,55.24946085563235,Asia/Dubai,62.125,,42.280833333333334,35.35,32.44583333333333,28.0,38.5,62.125,0.0,19.395833333333332,1003.5208333333334,0.0,24,24,0,24
Dubai Motor City,2025-09-25,25.04613617696849,55.24946085563235,Asia/Dubai,57.75,,20.724999999999998,34.52916666666667,31.887500000000003,27.6,38.2,57.75,0.0,13.245833333333332,1002.7791666666667,0.125,24,24,0,24
Dubai Motor City,2025-09-26,25.04613617696849,55.24946085563235,Asia/Dubai,58.916666666666664,,36.59583333333333,35.708333333333336,32.24166666666667,27.1,38.6,58.916666666666664,0.0,10.304166666666667,1005.2624999999999,0.0,24,24,0,24
Dubai Motor City,2025-09-27,25.04613617696849,55.24946085563235,Asia/Dubai,53.36363636363637,,34.0,35.22272727272727,33.231818181818184,28.1,39.4,53.36363636363637,0.0,11.686363636363637,1007.3318181818181,0.045454545454545456,22,22,0,22
Dubai Motor City,2025-09-28,25.04613617696849,55.24946085563235,Asia/Dubai,55.61904761904762,,38.166666666666664,35.59047619047619,32.24285714285715,28.3,38.4,55.61904761904762,0.0,11.461904761904762,1007.7333333333333,0.2857142857142857,21,21,0,21
Dubai Motor City,2025-09-29,25.04613617696849,55.24946085563235,Asia/Dubai,65.8695652173913,,51.19565217391305,35.778260869565216,31.769565217391307,26.5,39.1,65.8695652173913,0.0,13.88695652173913,1005.0043478260869,0.043478260869565216,23,23,0,23
Dubai Motor City,2025-09-30,25.04613617696849,55.24946085563235,Asia/Dubai,66.91304347826087,,39.67826086956522,35.017391304347825,31.995652173913044,26.7,40.2,66.91304347826087,0.0,11.691304347826087,1002.2130434782609,2.391304347826087,23,23,0,23
Dubai Motor City,2025-10-01,25.04613617696849,55.24946085563235,Asia/Dubai,72.125,,49.95416666666667,34.020833333333336,31.454166666666666,25.7,39.0,72.125,0.0,12.116666666666667,1000.9666666666667,0.75,24,24,0,24
Dubai Motor City,2025-10-02,25.04613617696849,55.24946085563235,Asia/Dubai,67.25,,39.1,34.3375,31.770833333333332,26.5,38.8,67.25,0.0,11.241666666666667,1003.625,0.4166666666666667,24,24,0,24
Dubai Motor City,2025-10-03,25.04613617696849,55.24946085563235,Asia/Dubai,62.791666666666664,,40.06666666666667,34.699999999999996,31.691666666666666,26.3,38.4,62.791666666666664,0.0,10.854166666666666,1007.3333333333334,0.0,24,24,0,24
Dubai Motor City,2025-10-04,25.04613617696849,55.24946085563235,Asia/Dubai,65.95652173913044,,39.721739130434784,34.34347826086957,30.91304347826087,26.3,37.1,65.95652173913044,0.0,12.517391304347825,1008.3782608695652,0.0,23,23,0,23
Dubai Motor City,2025-10-05,25.04613617696849,55.24946085563235,Asia/Dubai,68.91666666666667,,41.708333333333336,34.12916666666667,30.541666666666668,25.9,36.2,68.91666666666667,0.0,11.691666666666668,1007.0916666666667,0.0,24,24,0,24
Dubai Motor City,2025-10-06,25.04613617696849,55.24946085563235,Asia/Dubai,60.25,,46.59583333333333,34.30833333333333,31.458333333333332,24.9,39.4,60.25,0.0,14.570833333333333,1007.1999999999999,0.0,24,24,0,24
Dubai Motor City,2025-10-07,25.04613617696849,55.24946085563235,Asia/Dubai,58.25,,38.987500000000004,34.237500000000004,31.195833333333336,25.5,38.3,58.25,0.0,12.229166666666666,1008.2458333333334,0.0,24,24,0,24
Dubai Motor City,2025-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,57.333333333333336,,45.75416666666666,33.90416666666667,30.733333333333334,25.1,38.0,57.333333333333336,0.0,11.275,1008.9875000000001,0.0,24,24,0,24
Dubai Motor City,2025-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,56.041666666666664,,31.71666666666667,33.65416666666667,30.8875,24.8,37.5,56.041666666666664,0.0,12.229166666666666,1010.9250000000001,0.125,24,24,0,24
Dubai Motor City,2025-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,52.75,,35.5625,33.92916666666667,30.8125,25.1,37.4,52.75,0.0,12.6625,1010.4916666666667,0.0,24,24,0,24
Dubai Motor City,2025-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,60.0,,60.37391304347827,33.28260869565217,29.847826086956523,24.9,36.0,60.0,0.0,10.560869565217391,1009.7739130434783,0.043478260869565216,23,23,0,23
Dubai Motor City,2025-10-12,25.04613617696849,55.24946085563235,Asia/Dubai,51.083333333333336,,38.416666666666664,33.5375,31.27916666666667,25.7,36.8,51.083333333333336,0.0,15.333333333333334,1010.0749999999999,1.9166666666666667,24,24,0,24
Dubai Motor City,2025-10-13,25.04613617696849,55.24946085563235,Asia/Dubai,39.541666666666664,,23.879166666666666,33.045833333333334,32.108333333333334,28.3,36.6,39.541666666666664,0.0,13.1625,1011.2833333333333,1.9166666666666667,24,24,0,24
Dubai Motor City,2025-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,52.375,,37.31666666666667,34.541666666666664,30.795833333333334,26.4,35.9,52.375,0.0,12.487499999999999,1010.4125,0.4166666666666667,24,24,0,24
Dubai Motor City,2025-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,66.625,,53.57083333333333,33.829166666666666,30.241666666666664,26.0,36.4,66.625,0.0,11.512500000000001,1008.7416666666667,0.5,24,24,0,24
Dubai Motor City,2025-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,60.5,,41.137499999999996,32.645833333333336,30.025000000000002,25.7,35.5,60.5,0.0,14.316666666666668,1010.0500000000001,0.625,24,24,0,24
Dubai Motor City,2025-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,48.416666666666664,,24.212500000000002,32.65,30.141666666666666,25.8,35.4,48.416666666666664,0.0,14.966666666666667,1012.0833333333334,0.16666666666666666,24,24,0,24
Dubai Motor City,2025-10-18,25.04613617696849,55.24946085563235,Asia/Dubai,49.375,,29.245833333333334,32.979166666666664,29.7,25.1,35.5,49.375,0.0,13.6,1011.7916666666666,0.0,24,24,0,24
Dubai Motor City,2025-10-19,25.04613617696849,55.24946085563235,Asia/Dubai,60.25,,41.725,33.12916666666667,29.066666666666666,24.3,34.1,60.25,0.0,11.820833333333333,1010.1458333333334,0.2916666666666667,24,24,0,24
Dubai Motor City,2025-10-20,25.04613617696849,55.24946085563235,Asia/Dubai,65.42857142857143,,45.84285714285714,32.76190476190476,28.842857142857145,24.4,35.5,65.42857142857143,0.0,12.542857142857144,1009.4571428571428,0.0,21,21,0,21
Dubai Motor City,2025-10-21,25.04613617696849,55.24946085563235,Asia/Dubai,55.083333333333336,,41.8375,33.375,29.483333333333334,24.1,35.7,55.083333333333336,0.0,11.866666666666667,1011.5625,0.25,24,24,0,24
Dubai Motor City,2025-10-22,25.04613617696849,55.24946085563235,Asia/Dubai,53.583333333333336,,45.06666666666666,33.74583333333333,30.020833333333332,24.3,36.5,53.583333333333336,0.0,12.0875,1013.6291666666666,0.08333333333333333,24,24,0,24
Dubai Motor City,2025-10-23,25.04613617696849,55.24946085563235,Asia/Dubai,63.708333333333336,,46.375,33.59166666666667,28.84583333333333,24.6,34.4,63.708333333333336,0.0,11.379166666666668,1013.15,0.2916666666666667,24,24,0,24
Dubai Motor City,2025-10-24,25.04613617696849,55.24946085563235,Asia/Dubai,56.291666666666664,,48.40416666666667,33.43333333333333,28.6875,24.0,34.8,56.291666666666664,0.0,10.754166666666668,1012.3000000000001,0.0,24,24,0,24
Dubai Motor City,2025-10-25,25.04613617696849,55.24946085563235,Asia/Dubai,56.583333333333336,,50.26666666666667,32.81666666666667,28.254166666666666,23.0,33.5,56.583333333333336,0.0,10.745833333333332,1010.35,0.0,24,24,0,24
Dubai Motor City,2025-10-26,25.04613617696849,55.24946085563235,Asia/Dubai,61.56521739130435,,53.926086956521736,32.665217391304346,27.94347826086957,23.3,32.5,61.56521739130435,0.0,10.434782608695652,1010.0652173913044,0.0,23,23,0,23
Dubai Motor City,2025-10-27,25.04613617696849,55.24946085563235,Asia/Dubai,58.666666666666664,,57.39166666666667,32.550000000000004,27.775000000000002,22.9,32.8,58.666666666666664,0.0,9.458333333333334,1010.9083333333333,0.0,24,24,0,24
Dubai Motor City,2025-10-28,25.04613617696849,55.24946085563235,Asia/Dubai,63.916666666666664,,62.541666666666664,32.87916666666667,28.454166666666666,23.6,33.7,63.916666666666664,0.0,11.395833333333334,1011.3125,0.0,24,24,0,24
Dubai Motor City,2025-10-29,25.04613617696849,55.24946085563235,Asia/Dubai,62.875,,59.4625,33.00416666666667,28.791666666666668,24.0,34.1,62.875,0.0,12.262500000000001,1010.9625000000001,0.2916666666666667,24,24,0,24
Dubai Motor City,2025-10-30,25.04613617696849,55.24946085563235,Asia/Dubai,61.833333333333336,,49.67083333333333,32.78333333333333,28.566666666666666,24.1,33.2,61.833333333333336,0.0,10.716666666666667,1010.875,0.2916666666666667,24,24,0,24
Dubai Motor City,2025-10-31,25.04613617696849,55.24946085563235,Asia/Dubai,59.375,,46.44166666666666,32.74166666666667,28.541666666666668,24.1,33.7,59.375,0.0,12.516666666666666,1012.5833333333334,0.20833333333333334,24,24,0,24
Dubai Motor City,2025-11-01,25.04613617696849,55.24946085563235,Asia/Dubai,54.541666666666664,,41.85,32.608333333333334,28.5,23.8,34.1,54.541666666666664,0.0,12.975,1013.4541666666668,0.20833333333333334,24,24,0,24
Dubai Motor City,2025-11-02,25.04613617696849,55.24946085563235,Asia/Dubai,58.333333333333336,,48.5375,32.358333333333334,27.712500000000002,23.6,32.6,58.333333333333336,0.0,10.983333333333334,1013.9333333333334,0.875,24,24,0,24
Dubai Motor City,2025-11-03,25.04613617696849,55.24946085563235,Asia/Dubai,58.25,,54.333333333333336,31.145833333333332,27.270833333333332,22.4,32.0,58.25,0.0,13.9375,1013.4083333333333,0.5416666666666666,24,24,0,24
